"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"11",0,0,0.00904665374662727,0,0,0,0,0,0,0,1.31152132705263,0,0,0,0,0.00167410600464791,0,0,0,0,0,0,0.00249336688779294,0.0125996938347816,0,0.0182460308773443,0,0,0,0,0,0.00918242919724435,0.019574566395022,0,0.0111792210349813,0.00488456091843545,0,0,0,0,0,0,0,0.00140063233207911,0,0,0,0,0.00432077519129962,0.00545856810640544,0,0,0,0,0,0,0,0,0.0126837978838012,0,0,0,0.00661148346960545,0,0,0.0103975882614031,0.0161046456219628,0,0,0,0,0,0,0,0,0.00255280214827508,0,0,0.00585132923908532,0,0.0187194827804342,0,0.00977938474621624,0,0,0,0,0,0,0,0,0,0,0.0142861493397504,0,0,0,0.0120972730079666,0,0
"12",0.00364742235746235,0.00368954361882061,0,0.0183059787750244,0,0,0,0,0,0,0,1.25314991098632,0.00813567508012056,0,0,0.0158509079320356,0,0,0,0,0,0,0.00238200989086181,0,0,0,0,0,0,0,0,0,0.00498012755531818,0,0,0,0.0115086340112612,0,0,0,0,0,0,0,0,0.0109705799724907,0,0,0.000123400329612195,0,0,0,0,0,0.0177625436894596,0,0,0.00615070768166333,0,0.0140153719717637,0,0.0197090686112642,0,0.00610707526095211,0,0,0,0.00643236781936139,0,0,0,0,0,0,0,0,0,0,0,0.00574978852178901,0,0,0,0,0,0,0.0159456909541041,0.0187254091678187,0,0,0.00481605583336204,0,0,0.00364100101869553,0,0,0,0.0111457247799262,0,0.0170459475694224
"13",0,0,0,0,0,0,0.00592305103782564,0.00230598297901452,0,0,0,0.00813567508012056,0.340903087420568,0.00515518702566624,0,0,0,0.00138983615208417,0,0,0,0.0133214494679123,0,0,0,0,0,0,0,0,0.0137395661184564,0,0,0,0,0,0,0,0.00266990134026855,0,0,0,0,0,0,0,0,0.00778684644494206,0,0,0,0,0,0.00605678087100387,0.00595232846215367,0,0,0.0136333897896111,0,0,0,0,0,0.00341947288252413,0.00311376632656902,0,0,0.00442463256884366,0,0,0.0151544120023027,0,0,0,0,0,0,0,0,0,0,0.00979422459378839,0,0,0,0,0,0,0,0,0,0,0,0.0199929587030783,0,0.0140232752915472,0,0,0,0
"14",0,0.0081221938598901,0.0159182802634314,0,0,0,0,0,0,0.0156671992875636,0,0,0.00515518702566624,0.427004263246149,0,0,0,0,0.0132075998838991,0,0,0.0180714451661333,0,0,0,0,0,0,0,0,0,0.0182800364308059,0,0,0.0109542401088402,0,0,0,0,0.00996720956172794,0,0.014456289159134,0,0,0,0,0,0.0171888968301937,0.00973446870222688,0,0,0,0,0,0.0177769828448072,0,0,0,0,0,0,0,0,0.0038002957822755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042008647043258,0,0,0,0,0,0,0,0,0.0100252316938713,0,0.00414749897550792,0,0,0,0,0,0,0,0
"15",0.00755057786591351,0,0,0.016192590133287,0,0.0149961050506681,0,0,0,0,0,0,0,0,0.476405687577621,0,0,0,0.0136050009168684,0,0,0,0,0,0.0156426763534546,0.000909059680998325,0,0,0.00525013767182827,0.00294827630277723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855968934483826,0,0.0165377609292045,0,0,0,0,0,0,0,0,0,0,0,0.00088000328745693,0,0,0,0,0,0,0,0.0175590618466958,0,0.0111007578810677,0,0.0100940252793953,0,0,0.011870018155314,0,0,0,0,0,0,0.00769137418363243,0,0,0,0.004732974213548,0,0,0,0,0,0.0055085112946108,0.0143974527530372,0,0,0,0,0,0,0,0
"16",0,0,0,0,0.00377287752460688,0,0.00384117334615439,0,0,0.00788714291993529,0.00167410600464791,0.0158509079320356,0,0,0,1.88645833178614,0,0,0.00752274904865772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184238221962005,0,0,0.00364163515157998,0,0,0,0,0,0.0184576131543145,0,0,0,0,0.000746746957302094,0,0,0,0.000868217619135976,0,0,0,0,0,0.00686589505523443,0,0,0,0,0,0,0,0,0,0.0165497334161773,0,0,0,0,0.0198906293325126,0,0,0,0,0,0,0.0071648923587054,0.0188707474339753,0,0.012498306715861,0,0.0190915367146954,0,0.0191803336516023,0.00184794182423502,0,0,0,0,0,0,0.00789847855921835,0,0,0,0.0115084439655766,0
"17",0,0,0,0.00170078633818775,0,0,0.0148749671177939,0.00220236183609813,0,0,0,0,0,0,0,0,0.452238203796527,0,0,0,0,0.0179811751330271,0.00887961135711521,0,0,0,0,0,0,0,0,0,0,0,0,0.00649337259121239,0,0.0113641132228076,0,0,0,0.0142215464636683,0,0.0148530720733106,0,0,0,0,0,0,0,0,0,0,0,0.00153981296345592,0,0,0,0,0.00471973286475986,0.0087752043036744,0,0,0.0026683984650299,0,0,0.0100984377833083,0,0.0105796270025894,0,0,0,0,0,0.0167325438978151,0,0,0,0,0,0,0,0,0,0.00983803174924105,0,0.00340275636874139,0,0,0,0,0,0,0,0.00656767797656357,0.00594123131595552,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0.00138983615208417,0,0,0,0,0.855351408069521,0,0,0,0,0.0134165474306792,0,0.0160862795030698,0,0,0,0,0,0,0.00302816481329501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118730178941041,0.00552381811197847,0.00739575959276408,0,0,0.00785542533732951,0,0,0,0,0,0,0,0.00586393466219306,0,0,0,0,0.00941535118501633,0,0.00307346603833139,0.0111548571381718,0.0127980020781979,0,0,0.00421510787215084,0,0.00763140412513167,0,0,0,0,0,0,0,0,0,0,0.0131497862609103,0,0.00447383804246783,0,0,0,0,0.00292116353288293,0,0,0,0.0183079968113452,0,0,0,0
"19",0.0167833255045116,0,0,0.017675406280905,0,0,0,0,0.00452420806977898,0,0,0,0,0.0132075998838991,0.0136050009168684,0.00752274904865772,0,0,0.28010453593799,0,0,0,0,0,0,0.0132405829569325,0,0,0,0,0,0.0168979264423251,0,0.0042721196776256,0,0,0,0,0,0.00531140292063355,0.00509327281266451,0,0,0,0.0109730996517465,0,0,0,0,0,0,0,0,0,0,0,0,0.00664249423425645,0,0,0,0,0,0.0069659472303465,0,0.00509331753011793,0.000774679472669959,0,0,0,0,0.0082893968001008,0,0,0,0,0,0,0.0112258577393368,0,0,0,0,0.0102898246934637,0,0,0,0,0,0.00827433921396732,0,0,0,0,0,0,0,0,0,0.0124302605260164
"20",0,0,0.00740852894727141,0,0.00493544088676572,0.0109143163263798,0.00606815073173493,0,0.0140132676949725,0,0,0,0,0,0,0,0,0,0,2.25796331756195,0,0,0,0.009537045317702,0.0135681689856574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933861640281975,0.00500590327661484,0.0086392168328166,0.00948863332625479,0.00853357302956283,0,0,0,0,0,0.0100050416588783,0,0,0,0.00314530955627561,0,0,0,0,0,0,0.0033504577819258,0,0.0143149666627869,0,0,0.000445035779848695,0,0,0,0,0,0,0,0,0.0157452339073643,0.0182503463281319,0,0,0,0,0.00641408021561801,0,0.012920595551841,0,0,0,0,0,0,0,0,0,0,0,0,0.00645923872943968,0,0,0.00246746298391372,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89445615187028,0.0136716014193371,0,0,0,0,0.00268663949333131,0.00726478243246675,0,0,0,0,0,0,0,0,0,0,0.0066561435488984,0,0,0,0,0,0,0,0,0,0.000136730056256056,0,0,0.0163595999078825,0,0,0,0,0,0,0,0.00891809169203043,0,0,0.0173043736768886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535696987062693,0,0,0.00253550709225237,0,0,0,0,0.0061238024989143,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0.0188169642258436,0,0,0,0,0.0133214494679123,0.0180714451661333,0,0,0.0179811751330271,0,0,0,0.0136716014193371,0.0541495191798652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192464131256565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164070140151307,0,0,0.0172635348374024,0,0,0,0,0,0.0185544358426705,0,0,0,0,0.000139206959865987,0,0,0,0,0.00924920371733606,0,0,0,0,0,0,0,0,0,0,0.0070619836030528,0.00999857565853745,0,0,0,0,0.0195324830384925,0,0
"23",0,0,0,0.00746880972757936,0,0,0,0,0,0,0.00249336688779294,0.00238200989086181,0,0,0,0,0.00887961135711521,0.0134165474306792,0,0,0,0,2.20803861680234,0,0,0,0,0.00870886692311615,0,0.00943292977754027,0,0,0.000432152450084686,0,0,0,0,0,0,0,0.00395056651905179,0,0.0129875236051157,0,0,0.00340482582338154,0.0147821960877627,0.00293023373000324,0,0,0,0,0,0,0,0,0.0180077177193016,0,0,0.0134484362136573,0.01254492176231,0,0.00915173274930567,0.000582839054986835,0,0,0,0.00579475037287921,0,0,0,0,0,0,0,0.00174204859416932,0,0.017883173506707,0.0109399189986289,0,0,0,0,0,0,0.00704329241532832,0,0,0,0,0,0,0.00726709028705955,0.00427872113417834,0,0,0,0,0.00954802623484284,0
"24",0,0.00708967718295753,0.00896860665176064,0.01205063957721,0,0,0,0,0,0,0.0125996938347816,0,0,0,0,0,0,0,0,0.009537045317702,0,0,0,0.726112797263579,0,0,0,0,0.00659531603101641,0,0.0168581530638039,0,0,0,0.00689372870605439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123746186355129,0,0,0.0131246582977474,0.00969036960974336,0.00228749651927501,0,0,0,0,0,0,0.0107370997499675,0,0,0,0,0.00453824213705957,0,0,0,0,0.00487761217635125,0.0160018694167957,0,0,0,0.00471801058389246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141989940963686,0,0,0,0,0.00183333470951766,0.00918324623722583
"25",0.00802287214435637,0,0,0,0,0.00389922169502825,0.00202657601796091,0,0.00613074384164065,0,0,0,0,0,0.0156426763534546,0,0,0.0160862795030698,0,0.0135681689856574,0,0,0,0,0.438259730354587,0,0,0,0,0.00773354705888778,0,0,0,0.00820047634188086,0,0,0,0,0,0,0,0.0195579322474077,0.0150307520944625,0,0.00321628049015999,0.0195765969157219,0.0158592223841697,0.00143883866723627,0,0,0,0,0.00671607941389084,0,0,0,0.00513442135881633,0.00951011206954718,0.00706918773707002,0,0,0,0,0,0.0151039502304047,0,0,0,0,0,0.00686855223029852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00648107166867703,0,0,0.00238914181478322,0,0.00738734879996628,0,0,0.0127716373512521,0,0,0.017480193702504,0,0,0,0.0112431665044278
"26",0,0.00660131736192852,0.00649335080292076,0,0.00908112712204456,0,0,0,0,0.00366620615590364,0.0182460308773443,0,0,0,0.000909059680998325,0,0,0,0.0132405829569325,0,0,0,0,0,0,0.537292360510366,0,0,0,0,0.00160778863821179,0,0,0,0,0,0,0,0,0,0,0.00816288510803133,0,0.0165935454284772,0,0,0,0,0,0,0,0,0.00993218864314258,0,0.00932459669187665,0.00487661064136773,0.0129617341002449,0,0.011355663118884,0,0,0,0,0,0,0,0.0154305018531159,0,0.0135231689736247,0.00743806537706405,0,0,0.00928312121424824,0,0,0,0,0,0,0.0192424841783941,0,0,0,0,0,0.0146785665955395,0,0,0.0159210322471336,0,0,0,0,0,0,0,0,0,0.00756900590378791,0
"27",0,0,0,0.00514828693121672,0.0087979712896049,0,0,0.0188131537940353,0,0.00955725846812129,0,0,0,0,0,0,0,0,0,0,0.00268663949333131,0,0,0,0,0,2.41787712413651,0,0.000240479554049671,0.00332672225311399,0,0,0,0,0,0,0.0126396354939789,0,0,0,0,0,0,0,0,0.01496925518848,0.019159580823034,0,0.0098320022597909,0,0,0,0.01396783484146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036726126074791,0.012779981684871,0,0,0,0.0148390203667805,0,0,0,0,0,0.0180784445255995,0,0,0,0,0,0.00439421125221998,0,0,0,0,0.00336495841387659,0.00514833813067526,0.0150293149938807,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726478243246675,0,0.00870886692311615,0,0,0,0,1.45248392958606,0,0,0.00837670027278364,0.00706011079717428,0.00617676318157464,0,0,0,0,0,0.0140803254349157,0.0101000563800335,0.0135774936014786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187658489495516,0,0,0,0,0,0.00250543267000467,0,0.0140277896635234,0,0,0.0135415970394388,0,0,0,0.014947763280943,0,0.00625828741118312,0,0,0,0,0,0,0,0,0,0,0,0.00937022275291383,0,0,0,0,0,0.0105513280630112,0,0,0,0.0124865320138633,0,0,0,0
"29",0.0188439101167023,0.00544208373874426,0,0,0,0,0.000352903534658253,0,0.0127777576679364,0,0,0,0,0,0.00525013767182827,0,0,0,0,0,0,0,0,0.00659531603101641,0,0,0.000240479554049671,0,1.79174396670294,0.00823076960165054,0.00131251027341932,0,0,0.00731163450051099,0.0138182000955567,0,0.0161810364294797,0.0123981751780957,0,0,0,0,0,0,0,0.0180068012606353,0,0,0,0,0,0,0.0116909323446453,0,0,0,0,0,0,0,0.0196755249425769,0,0,0,0,0,0,0,0,0.019705399852246,0,0.0141147547867149,0,0,0,0,0,0,0,0,0.0113610619446263,0,0,0,0,0.00176828626077622,0,0,0,0,0,0.0163565907254815,0,0,0,0,0,0,0,0.00285750378854573
"30",0.00805979546159506,0,0,0.0115614201501012,0,0,0,0.0115423573879525,0,0,0,0,0,0,0.00294827630277723,0,0,0,0,0,0,0,0.00943292977754027,0,0.00773354705888778,0,0.00332672225311399,0,0.00823076960165054,0.892056382226892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108517510443926,0,0,0,0,0.000555951222777367,0,0,0,0,0,0,0,0,0,0.00965837720781565,0.0125137158669531,0.0183666669204831,0,0,0,0,0,0,0,0,0,0.000174132352694869,0,0.0139546669647098,0.00121693470515311,0,0,0,0,0,0.0195204418711364,0,0,0,0,0.00998704963829368,0.00824144447688013,0.00216548681724817,0,0,0,0,0,0,0.0106123742181808,0,0,0
"31",0.0102773716580123,0,0,0.0178751417668536,0,0,0,0,0,0,0,0,0.0137395661184564,0,0,0,0,0,0,0,0,0,0,0.0168581530638039,0,0.00160778863821179,0,0.00837670027278364,0.00131251027341932,0,1.23945247358796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557056468445808,0.00747589907608926,0,0,0,0.0134544584620744,0,0.00667348563671112,0,0.0148178390134126,0,0,0,0,0,0,0,0,0,0.0166599890682846,0,0,0,0,0.00669866743031889,0,0.0122101152036339,0,0,0.00812453774735332,0,0,0,0,0,0,0,0,0.0111674307147041,0,0.00535809071734548,0,0,0,0,0,0.00461367772892118,0,0.00103957614861429,0.0136835137894377,0,0,0,0,0
"32",0.00476580095477402,0,0,0.0185708166006953,0.0105898753507063,0.0087749497173354,0,0,0,0.0163134876685217,0.00918242919724435,0,0,0.0182800364308059,0,0,0,0.00302816481329501,0.0168979264423251,0,0,0,0,0,0,0,0,0.00706011079717428,0,0,0,0.355037084855094,0.0137786479387432,0,0.0102216140041128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00998396912589669,0,0.00398041325155646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280655975453556,0,0.0167267811251804,0,0,0.00942592741921544,0,0,0,0,0,0,0,0,0,0.00914646104443818,0,0.0197600736608729,0,0,0,0.00445991336368024,0,0,0,0.015064062657766,0
"33",0,0.00717318391427398,0,0.0106090725772083,0,0.0111055908957496,0,0,0,0,0.019574566395022,0.00498012755531818,0,0,0,0,0,0,0,0,0,0,0.000432152450084686,0,0,0,0,0.00617676318157464,0,0,0,0.0137786479387432,1.03134668281549,0,0,0,0,0,0,0,0.0140879815164953,0,0.00931483863852918,0.00244450378231704,0,0,0,0,0,0.0168162398366258,0,0,0,0,0.00933981263078749,0,0,0,0,0,0,0.000538225369527936,0.0143422378227115,0,0,0,0,0,0,0,0,0.00772035525180399,0,0,0,0,0.0130773298256099,0.0168501057149842,0,0,0,0,0,0,0,0,0,0,0,0.00398379424586892,0.01296920446679,0,0,0,0,0,0,0,0,0
"34",0,0,0.00296848572790623,0,0,0.0163537964178249,0,0,0,0,0,0,0,0,0,0.00184238221962005,0,0,0.0042721196776256,0,0,0,0,0,0.00820047634188086,0,0,0,0.00731163450051099,0,0,0,0,0.71088785817165,0,0,0,0.00732183169107884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041692923894152,0,0.0167158482503146,0.0176723850052804,0,0,0,0,0,0.00136450588703156,0.0197983111161739,0.00154937368817627,0.00594255122356117,0,0,0,0,0,0,0,0,0,0.0132353992620483,0,0,0,0,0.00656093016266823,0.00702590449713171,0.0197707961779088,0,0.000361045794561505,0,0,0,0,0,0,0,0,0,0.0143304853793234,0,0,0,0.00800537907518446,0,0.0168465751223266,0.00854895054362714
"35",0,0,0,0.00171774200629443,0,0,0,0.0141877067182213,0.017677978859283,0,0.0111792210349813,0,0,0.0109542401088402,0,0,0,0,0,0,0,0,0,0.00689372870605439,0,0,0,0,0.0138182000955567,0,0,0.0102216140041128,0,0,0.2026131539283,0,0,0.00924663169309497,0,0,0.00532079741358757,0.0167811007285491,0,0.0197053154278547,0.00805447757709771,0,0,0.002653081654571,0,0.00471170151606202,0.0134628321276978,0,0,0.00664028172381222,0.00184907936956733,0,0,0.0133362237922847,0,0,0,0.0173199551552534,0.0192580933496356,0.00164204543922096,0,0,0.0175645743077621,0,0,0,0,0.0107169646536931,0,0,0,0,0,0.00614189804065973,0,0,0.00756365479901433,0,0,0.0111964926170185,0,0,0,0.0139888243656605,0,0,0,0,0,0,0,0,0.0093231272790581,0,0,0.00709498725365847
"36",0,0.0115538075892255,0,0,0,0.0101717748912051,0,0,0,0,0.00488456091843545,0,0,0,0,0,0.00649337259121239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844906043173485,0,0.00716175304260105,0,0,0,0,0.0115124691603705,0,0,0.0113822726113722,0,0,0,0,0,0,0,0,0,0.00339404665399343,0,0.00585288395173848,0.00815085712820291,0.0165616468852386,0,0,0,0,0,0,0,9.66233620420098e-05,0,0,0,0,0,0,0,0,0,0,0.00195117221213877,0,0,0,0,0,0,0,0,0,0.0154808382643387,0,0.0155881144152954,0,0,0,0,0,0,0,0,0.0172488338081166
"37",0.00101238097064197,0,0,0.01430022072047,0,0,0,0,0,0,0,0.0115086340112612,0,0,0,0.00364163515157998,0,0,0,0,0,0,0,0,0,0,0.0126396354939789,0,0.0161810364294797,0,0,0,0,0,0,0,0.637001054614137,0,0,0.00410656038206071,0,0,0,0,0,0,0,0,0,0,0.00980624726042151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166446789726615,0,0.0189407272310928,0,0,0,0,0,0,0,0,0,0.00565022035501897,0,0,0,0.00074483560398221,0.00723983134143054,0,0,0,0.00585228740703315,0,0,0,0.0198888567835093,0,0,0,0.0196897019073367,0,0.0168217956414446
